0.312243	0.58034	0	0	0.312243	0.58034	0.6	0.6	5.19994	0
0.713498	0.598973	6.65229	1.97619	0.862916	0.534212	0.859997	0.600045	5.19975	0.00179686
1.18126	0.508692	10.3198	-0.0047057	1.17385	0.481073	1.11998	0.600225	5.19943	0.00538996
1.05328	0.576611	4.70641	2.54136	0.969149	0.397513	1.37996	0.600629	5.19898	0.0107781
1.37614	0.710051	5.03877	2.17201	1.65063	0.62469	1.6399	0.601347	5.19839	0.0179597
1.76109	0.664993	5.48645	0.998945	1.62331	0.499091	1.89982	0.60247	5.19766	0.0269323
2.06957	0.708896	5.58014	0.883682	2.18882	0.648739	2.1597	0.604086	5.19678	0.0376932
2.356	0.716926	5.41623	0.612799	1.96701	0.557117	2.41954	0.606284	5.19573	0.0502389
2.63343	0.735961	5.43401	0.554957	2.65526	0.66598	2.67932	0.609155	5.1945	0.0645654
2.97209	0.728155	5.46942	0.296685	2.92034	0.645898	2.93904	0.612786	5.19309	0.080668
3.20236	0.729125	5.39432	0.28548	3.01222	0.637046	3.19869	0.617267	5.19147	0.0985415
3.56765	0.665245	5.47773	-0.10313	3.56096	0.485311	3.45825	0.622685	5.18963	0.11818
3.85699	0.59212	5.51665	-0.360259	3.89365	0.311793	3.71772	0.62913	5.18754	0.139576
4.22595	0.613406	5.64182	-0.269748	4.19786	0.698311	3.97708	0.636689	5.18519	0.162724
4.47383	0.598337	5.58301	-0.26216	4.30935	0.578564	4.23632	0.645449	5.18256	0.187614
4.83349	0.624349	5.52478	-0.178448	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238
4.97749	0.695605	5.29036	0.12239	4.35143	0.899174	4.75437	0.666921	5.17634	0.242587
5.34327	0.706511	5.24618	0.086246	5.20901	0.66599	5.01315	0.679804	5.1727	0.272649
5.59201	0.695424	5.22382	0.0399437	5.51894	0.648233	5.27175	0.694234	5.16867	0.304413
5.98367	0.716015	5.4921	0.0773021	5.22834	0.639362	5.53013	0.710295	5.16422	0.337868
6.21946	0.720011	5.42295	0.0848325	6.022	0.708619	5.78828	0.728072	5.15932	0.372999
6.60643	0.680296	5.3733	-0.0978135	5.89392	0.373584	6.04618	0.747647	5.15393	0.409793
6.78378	0.764972	5.2006	0.188247	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233
7.19641	0.812008	5.32858	0.262468	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305
7.35325	0.800867	5.13365	0.20712	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999
7.77225	0.807102	5.16134	0.143327	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269
7.88226	0.87496	4.88773	0.341543	7.13735	0.957217	7.3309	0.875373	5.11851	0.618123
8.37438	0.912134	5.45796	0.378527	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531
8.51358	0.875239	5.22184	0.236175	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469
8.97222	0.912964	5.29835	0.257165	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915
9.07738	0.914294	5.01014	0.244357	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843
9.57806	1.0233	5.57483	0.503054	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226
9.6758	1.06866	5.24517	0.581268	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037
10.212	1.13717	5.60222	0.644386	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245
10.2928	1.15119	5.24241	0.617657	9.25579	1.04913	9.36172	1.20223	5.0228	1.03082
10.8361	1.25536	5.6326	0.776323	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873
10.9398	1.37146	5.30088	1.01285	10.0484	1.44598	9.86254	1.31118	4.98922	1.14794
11.4661	1.49442	5.41357	1.13393	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841
11.4951	1.55311	4.97344	1.17134	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701
12.0211	1.67116	5.13468	1.24898	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298
12.0308	1.67172	4.6932	1.11398	10.7313	1.45265	10.853	1.56549	4.90794	1.39701
12.6129	1.76493	5.30772	1.16504	11.4783	1.42876	11.0979	1.637	4.8844	1.46213
12.6711	1.78332	4.93563	1.08527	11.587	1.61462	11.3416	1.71179	4.85948	1.52832
13.2332	1.87525	5.29833	1.11359	11.4763	1.53917	11.584	1.78992	4.83313	1.59551
13.2192	1.91422	4.79217	1.10578	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366
13.8266	2.04955	5.44046	1.27299	12.136	2.14937	12.0647	1.95639	4.77598	1.73273
13.8146	2.04568	4.93235	1.12765	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265
14.4385	2.1517	5.55841	1.20343	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338
14.3649	2.2677	4.90919	1.40006	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485
15.0163	2.43882	5.60669	1.61435	13.2198	2.6644	13.0075	2.33137	4.64258	2.01701
14.9325	2.55335	4.93617	1.75511	13.0875	2.40708	13.2388	2.43409	4.605	2.08981
15.5046	2.75402	5.1014	1.93843	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317
15.446	2.83655	4.52918	1.94647	13.836	2.62479	13.6955	2.65053	4.52448	2.23703
16.0775	3.02344	5.07567	2.08727	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134
15.9815	3.14247	4.42994	2.18225	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601
16.6607	3.3488	5.23731	2.36104	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099
16.5293	3.36053	4.53416	2.14521	14.4616	2.90734	14.583	3.12802	4.34097	2.5362
17.2071	3.60678	5.24809	2.41872	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157
17.0626	3.75587	4.49157	2.56311	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703
17.7339	4.01764	4.97739	2.76422	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249
17.5756	4.15236	4.22455	2.82856	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789
18.2614	4.39733	4.88067	2.95994	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315
18.0949	4.47122	4.1355	2.84357	15.9774	4.00094	15.8375	3.95719	4.00571	2.98817
18.7834	4.73853	4.67268	2.99059	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629
18.571	4.8693	3.84661	3.02901	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723
19.2879	5.16417	4.64858	3.25843	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109
19.0427	5.25069	3.77605	3.15598	16.6039	4.67344	16.613	4.5849	3.74	3.28438
19.7196	5.55494	4.20767	3.30544	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704
19.4371	5.70907	3.28709	3.37984	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897
20.1398	6.02367	4.06951	3.58056	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008
19.8413	6.11238	3.15014	3.45646	17.2894	5.43542	17.3319	5.27094	3.4396	3.57028
20.5435	6.43014	3.9087	3.63253	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949
20.2663	6.44248	3.06578	3.30207	17.7853	5.62476	17.6679	5.63506	3.27637	3.70762
20.9729	6.78973	3.78766	3.55396	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458
20.6585	6.88338	2.85967	3.45272	18.1263	6.16985	17.9872	6.01269	3.10453	3.84027
21.38	7.26979	3.73754	3.81329	18.1245	6.79027	18.1402	6.20641	3.01542	3.90462
21.0009	7.40784	2.67947	3.81138	18.2164	6.66138	18.2888	6.40332	2.92421	3.96753
21.7119	7.81875	3.47993	4.14995	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289
21.3513	7.81102	2.52853	3.73068	18.5422	6.76013	18.572	6.80638	2.7356	4.08867
22.0897	8.23187	3.52353	4.13611	18.8089	7.24388	18.7064	7.01237	2.63825	4.14672
21.7689	8.22101	2.64285	3.70651	19.1441	7.18344	18.8359	7.22122	2.53893	4.20299
22.4654	8.62293	3.29662	3.97083	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737
22.0098	8.76471	2.1244	3.98623	19.0138	7.8688	19.0798	7.64712	2.3345	4.3098
22.7378	9.21387	3.08785	4.39173	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017
22.2666	9.27169	1.93555	4.14915	19.132	8.12845	19.3028	8.08329	2.12266	4.40842
22.977	9.74426	2.90331	4.59332	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445
22.5182	9.6956	1.82957	4.05868	19.347	8.30741	19.5042	8.5289	1.90381	4.49819
23.2349	10.1615	2.71063	4.43359	19.6843	8.35902	19.5966	8.75494	1.7919	4.53956
22.8274	10.1442	1.73896	3.98633	20.0039	8.8906	19.6835	8.983	1.67841	4.57848
23.5387	10.6325	2.5783	4.40422	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488
23.0817	10.6729	1.49881	4.12157	20.1574	9.45949	19.8398	9.44463	1.44697	4.64869
23.773	11.1748	2.27472	4.52376	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984
23.2589	11.2174	1.11032	4.24979	20.1573	9.90876	19.9728	9.91275	1.21005	4.70826
23.958	11.7942	2.13493	4.9107	19.1911	11.5493	20.0303	10.1489	1.08972	4.73389
23.4015	11.8575	0.894311	4.6582	20.166	10.4687	20.0818	10.3863	0.968259	4.75666
24.0644	12.4231	1.66399	5.11423	19.6775	10.803	20.1271	10.6247	0.845742	4.77652
23.5099	12.4664	0.477941	4.78866	20.371	11.0109	20.1663	10.864	0.722256	4.7934
24.1765	13.0956	1.43352	5.44481	19.4335	12.3402	20.1993	11.1041	0.597892	4.80727
23.6022	13.0655	0.260187	4.91054	20.3164	11.3483	20.2261	11.3449	0.472738	4.81807
24.2069	13.6671	0.848719	5.31928	19.2063	12.2418	20.2466	11.5861	0.346889	4.82575
23.6549	13.6277	-0.225085	4.76916	20.6141	11.9422	20.2608	11.8275	0.220439	4.83027
24.3171	14.269	0.954629	5.51314	19.966	11.9688	20.2687	12.0692	0.093487	4.83159
23.676	14.279	-0.333373	5.09714	20.3263	12.4966	20.2701	12.3108	-0.0338694	4.82968
24.2823	14.9115	0.362485	5.53286	20.0192	12.4823	20.2652	12.5522	-0.161529	4.82451
23.6797	14.8314	-0.753952	4.88264	20.498	12.8924	20.254	12.7933	-0.28939	4.81605
24.3183	15.4792	0.232465	5.46786	20.9151	12.2555	20.2363	13.0339	-0.417348	4.80428
23.6522	15.3541	-0.988255	4.74386	20.1943	13.1688	20.2122	13.2738	-0.545298	4.78918
24.26	16.0246	0.011493	5.43695	19.858	13.5236	20.1818	13.5129	-0.673135	4.77072
23.5983	15.9505	-1.20603	4.83947	20.3245	13.8896	20.1449	13.7509	-0.800753	4.74892
24.1924	16.623	-0.317301	5.43344	20.3387	13.5307	20.1017	13.9878	-0.928043	4.72374
23.4904	16.5297	-1.58311	4.80626	20.1216	14.337	20.0521	14.2233	-1.0549	4.69521
24.0566	17.23	-0.647508	5.5103	19.6717	14.4038	19.9962	14.4573	-1.18121	4.66331
23.2982	17.1235	-1.99747	4.8651	19.781	14.773	19.934	14.6897	-1.30687	4.62805
23.8557	17.836	-0.976136	5.6121	20.1149	14.0165	19.8655	14.9202	-1.43177	4.58944
23.2001	17.6436	-2.04119	4.72199	20.0208	15.2053	19.7908	15.1486	-1.55581	4.54751
23.7188	18.3336	-1.45028	5.13967	20.0157	15.3443	19.7099	15.3749	-1.67887	4.50226
23.0545	18.0893	-2.47588	4.18621	19.9131	15.554	19.6229	15.5989	-1.80085	4.45372
23.5937	18.7982	-1.42561	4.99308	19.9388	15.0864	19.5298	15.8203	-1.92164	4.40193
22.8375	18.5988	-2.68061	4.19965	19.4748	16.0098	19.4307	16.039	-2.04114	4.3469
23.3504	19.3365	-1.63052	5.10154	19.1556	16.0022	19.3257	16.2549	-2.15925	4.28868
22.6078	19.0708	-2.80795	4.14233	19.238	16.2719	19.2148	16.4679	-2.27586	4.22731
23.1046	19.8025	-1.90005	4.91311	19.4007	16.2962	19.0981	16.6777	-2.39087	4.16284
22.3269	19.5737	-3.15482	4.07598	19.0029	16.8387	18.9757	16.8841	-2.50418	4.0953
22.7794	20.3159	-2.47087	4.71721	18.8373	17.7112	18.8477	17.0872	-2.61571	4.02476
21.9426	20.1098	-3.81867	3.97353	18.6148	17.3832	18.7142	17.2866	-2.72534	3.95127
22.3978	20.9082	-2.62515	5.14549	18.8177	17.0316	18.5752	17.4822	-2.83299	3.87489
21.5536	20.6279	-3.93969	4.19639	18.1023	17.5529	18.4309	17.674	-2.93858	3.79568
21.9658	21.4237	-2.96732	5.18138	18.2749	17.4877	18.2814	17.8617	-3.042	3.71372
21.2423	21.0909	-3.96171	4.07249	18.2094	18.0461	18.1268	18.0453	-3.14318	3.62906
21.6281	21.8468	-3.22132	4.76609	18.3021	17.498	17.9671	18.2246	-3.24204	3.5418
20.9137	21.4419	-4.15014	3.54467	17.9018	18.2183	17.8026	18.3994	-3.3385	3.45199
21.335	22.2287	-3.15915	4.51582	18.8558	18.1364	17.6334	18.5697	-3.43247	3.35973
